lat,lon,PSurf_Winter,Qair_Winter,Rainf_Winter,Snowf_Winter,Tair_Winter,Wind_Winter,PSurf_Spring,Qair_Spring,Rainf_Spring,Tair_Spring,Wind_Spring,PSurf_Summer,Qair_Summer,Rainf_Summer,Tair_Summer,Wind_Summer,PSurf_Fall,Qair_Fall,Rainf_Fall,Tair_Fall,Wind_Fall,index_right,sand % topsoil,sand % subsoil,silt % topsoil,silt% subsoil,clay % topsoil,clay % subsoil,pH water topsoil,pH water subsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,BS % topsoil,BS % subsoil,CEC topsoil,CEC subsoil,CEC Clay subsoil,CaCO3 % topsoil,CaCO3 % subsoil,BD topsoil,BD subsoil,C/N topsoil,C/N subsoil
[30.750000 ; 32.250000 [,[3.250000 ; 4.250000 [,[0.646369 ; 0.694463 [,[0.609879 ; 0.728615 [,[0.039293 ; 0.189130 [,[ 0.0],[0.363977 ; 0.439206 [,[0.648218 ; 0.694770 [,[0.630369 ; 0.681579 [,[0.434941 ; 0.510800 [,[0.181377 ; 0.294318 [,[0.369138 ; 0.497325 [,[0.473629 ; 0.538630 [,[0.659261 ; 0.722443 [,[0.396800 ; 0.515508 [,[0.000000 ; 0.056241 [,[0.750562 ; 0.794589 [,[0.459510 ; 0.469149 [,[0.643347 ; 0.690579 [,[0.454344 ; 0.561490 [,[0.051127 ; 0.161456 [,[0.400503 ; 0.474741 [,[0.517520 ; 0.560464 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[4.250000 ; 5.750000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.039293 ; 0.189130 [,[ 0.0],[0.439206 ; 0.466434 [,[0.606869 ; 0.648218 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.100164 ; 0.181377 [,[0.497325 ; 0.553009 [,[0.473629 ; 0.538630 [,[0.722443 ; 1.000000 ],[0.396800 ; 0.515508 [,[0.000000 ; 0.056241 [,[0.794589 ; 0.839594 [,[0.469149 ; 0.492045 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.051127 ; 0.161456 [,[0.474741 ; 0.518991 [,[0.482859 ; 0.517520 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[4.250000 ; 5.750000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.039293 ; 0.189130 [,[ 0.0],[0.439206 ; 0.466434 [,[0.558285 ; 0.606869 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.100164 ; 0.181377 [,[0.497325 ; 0.553009 [,[0.538630 ; 0.576720 [,[0.722443 ; 1.000000 ],[0.396800 ; 0.515508 [,[0.000000 ; 0.056241 [,[0.794589 ; 0.839594 [,[0.492045 ; 0.530368 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.482859 ; 0.517520 [,[0.385666 ; 0.522184 [,[0.306771 ; 0.424063 [,[0.422809 ; 0.446146 [,[0.582593 ; 1.000000 ],[0.649911 ; 1.000000 ],[0.344227 ; 0.405939 [,[0.318546 ; 0.384615 [,[0.808930 ; 1.000000 ],[0.813402 ; 1.000000 ],[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.242718 ; 0.364078 [,[0.940000 ; 0.972000 [,[0.950000 ; 0.972000 [,[0.710206 ; 1.000000 ],[0.455814 ; 0.499112 [,[0.817073 ; 0.990854 [,[0.562397 ; 1.000000 ],[0.170041 ; 0.332877 [,[0.863636 ; 1.000000 ],[0.222222 ; 0.355556 [,[0.645161 ; 0.806452 [,[0.731707 ; 1.000000 ]
[30.750000 ; 32.250000 [,[4.250000 ; 5.750000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.039293 ; 0.189130 [,[ 0.0],[0.439206 ; 0.466434 [,[0.558285 ; 0.606869 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.100164 ; 0.181377 [,[0.497325 ; 0.553009 [,[0.576720 ; 0.617639 [,[0.722443 ; 1.000000 ],[0.515508 ; 0.701928 [,[0.000000 ; 0.056241 [,[0.839594 ; 0.919832 [,[0.530368 ; 0.576474 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.517520 ; 0.560464 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[5.750000 ; 6.750000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.189130 ; 0.646039 [,[ 0.0],[0.439206 ; 0.466434 [,[0.558285 ; 0.606869 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.181377 ; 0.294318 [,[0.553009 ; 0.564855 [,[0.576720 ; 0.617639 [,[0.722443 ; 1.000000 ],[0.515508 ; 0.701928 [,[0.000000 ; 0.056241 [,[0.839594 ; 0.919832 [,[0.530368 ; 0.576474 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.517520 ; 0.560464 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[5.750000 ; 6.750000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.189130 ; 0.646039 [,[ 0.0],[0.439206 ; 0.466434 [,[0.558285 ; 0.606869 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.294318 ; 0.328734 [,[0.553009 ; 0.564855 [,[0.617639 ; 0.671039 [,[0.722443 ; 1.000000 ],[0.515508 ; 0.701928 [,[0.056241 ; 0.117549 [,[0.794589 ; 0.839594 [,[0.530368 ; 0.576474 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.328408 ; 0.595394 [,[0.518991 ; 0.549164 [,[0.560464 ; 0.597759 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[6.750000 ; 8.250000 [,[0.694463 ; 1.000000 ],[0.609879 ; 0.728615 [,[0.189130 ; 0.646039 [,[ 0.0],[0.439206 ; 0.466434 [,[0.606869 ; 0.648218 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.181377 ; 0.294318 [,[0.553009 ; 0.564855 [,[0.617639 ; 0.671039 [,[0.722443 ; 1.000000 ],[0.515508 ; 0.701928 [,[0.056241 ; 0.117549 [,[0.794589 ; 0.839594 [,[0.576474 ; 0.638708 [,[0.690579 ; 1.000000 ],[0.561490 ; 0.715139 [,[0.328408 ; 0.595394 [,[0.518991 ; 0.549164 [,[0.560464 ; 0.597759 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[6.750000 ; 8.250000 [,[0.694463 ; 1.000000 ],[0.728615 ; 1.000000 ],[0.646039 ; 1.000000 ],[ 0.0],[0.439206 ; 0.466434 [,[0.606869 ; 0.648218 [,[0.681579 ; 1.000000 ],[0.510800 ; 0.685184 [,[0.181377 ; 0.294318 [,[0.553009 ; 0.564855 [,[0.671039 ; 0.731110 [,[0.722443 ; 1.000000 ],[0.515508 ; 0.701928 [,[0.056241 ; 0.117549 [,[0.794589 ; 0.839594 [,[0.576474 ; 0.638708 [,[0.690579 ; 1.000000 ],[0.715139 ; 1.000000 ],[0.328408 ; 0.595394 [,[0.518991 ; 0.549164 [,[0.560464 ; 0.597759 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[6.750000 ; 8.250000 [,[0.646369 ; 0.694463 [,[0.728615 ; 1.000000 ],[0.646039 ; 1.000000 ],[ 0.0],[0.439206 ; 0.466434 [,[0.606869 ; 0.648218 [,[0.630369 ; 0.681579 [,[0.510800 ; 0.685184 [,[0.100164 ; 0.181377 [,[0.564855 ; 0.606264 [,[0.671039 ; 0.731110 [,[0.722443 ; 1.000000 ],[0.701928 ; 1.000000 ],[0.056241 ; 0.117549 [,[0.750562 ; 0.794589 [,[0.576474 ; 0.638708 [,[0.643347 ; 0.690579 [,[0.715139 ; 1.000000 ],[0.328408 ; 0.595394 [,[0.549164 ; 0.584098 [,[0.560464 ; 0.597759 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[8.250000 ; 11.750000 ],[0.646369 ; 0.694463 [,[0.728615 ; 1.000000 ],[0.646039 ; 1.000000 ],[ 0.0],[0.439206 ; 0.466434 [,[0.648218 ; 0.694770 [,[0.630369 ; 0.681579 [,[0.685184 ; 1.000000 ],[0.100164 ; 0.181377 [,[0.553009 ; 0.564855 [,[0.731110 ; 1.000000 ],[0.659261 ; 0.722443 [,[0.701928 ; 1.000000 ],[0.056241 ; 0.117549 [,[0.750562 ; 0.794589 [,[0.638708 ; 0.736214 [,[0.643347 ; 0.690579 [,[0.715139 ; 1.000000 ],[0.328408 ; 0.595394 [,[0.549164 ; 0.584098 [,[0.597759 ; 0.646506 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[8.250000 ; 11.750000 ],[0.646369 ; 0.694463 [,[0.728615 ; 1.000000 ],[0.646039 ; 1.000000 ],[ 0.0],[0.439206 ; 0.466434 [,[0.694770 ; 0.763758 [,[0.630369 ; 0.681579 [,[0.685184 ; 1.000000 ],[0.100164 ; 0.181377 [,[0.497325 ; 0.553009 [,[0.731110 ; 1.000000 ],[0.722443 ; 1.000000 ],[0.701928 ; 1.000000 ],[0.000000 ; 0.056241 [,[0.698234 ; 0.750562 [,[0.638708 ; 0.736214 [,[0.643347 ; 0.690579 [,[0.715139 ; 1.000000 ],[0.595394 ; 0.642085 [,[0.549164 ; 0.584098 [,[0.597759 ; 0.646506 [,[0.290102 ; 0.385666 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[30.750000 ; 32.250000 [,[-3.250000 ; -1.250000 [,[0.157636 ; 0.299635 [,[0.366860 ; 0.434950 [,[0.189130 ; 0.646039 [,[ 0.0],[0.363977 ; 0.439206 [,[0.252249 ; 0.392448 [,[0.000000 ; 0.166764 [,[0.414924 ; 0.434941 [,[0.489284 ; 1.000000 ],[0.369138 ; 0.497325 [,[0.450531 ; 0.473629 [,[0.179425 ; 0.322330 [,[0.292120 ; 0.349460 [,[0.344072 ; 0.577067 [,[0.579718 ; 0.630469 [,[0.459510 ; 0.469149 [,[0.159216 ; 0.305530 [,[0.319574 ; 0.364123 [,[0.642085 ; 1.000000 ],[0.223346 ; 0.400503 [,[0.231346 ; 0.366207 [,[0.385666 ; 0.522184 [,[0.512500 ; 0.593437 [,[0.451373 ; 0.545407 [,[0.387963 ; 0.430185 [,[0.466194 ; 0.487680 [,[0.405939 ; 0.413404 [,[0.421740 ; 0.428504 [,[0.743510 ; 0.788162 [,[0.760825 ; 0.793814 [,[0.496679 ; 1.000000 ],[0.522911 ; 0.654987 [,[0.462810 ; 1.000000 ],[0.456311 ; 0.582524 [,[0.851000 ; 0.918000 [,[0.465000 ; 0.915000 [,[0.453734 ; 0.602688 [,[0.570930 ; 0.625581 [,[0.634146 ; 0.817073 [,[0.202479 ; 0.357851 [,[0.170041 ; 0.332877 [,[0.636364 ; 0.863636 [,[0.488889 ; 0.622222 [,[0.645161 ; 0.806452 [,[0.487805 ; 0.731707 [
[30.750000 ; 32.250000 [,[-3.250000 ; -1.250000 [,[0.000000 ; 0.157636 [,[0.366860 ; 0.434950 [,[0.039293 ; 0.189130 [,[ 0.0],[0.363977 ; 0.439206 [,[0.000000 ; 0.252249 [,[0.000000 ; 0.166764 [,[0.434941 ; 0.510800 [,[0.489284 ; 1.000000 ],[0.369138 ; 0.497325 [,[0.300296 ; 0.388229 [,[0.000000 ; 0.179425 [,[0.292120 ; 0.349460 [,[0.577067 ; 1.000000 ],[0.579718 ; 0.630469 [,[0.308389 ; 0.406427 [,[0.000000 ; 0.159216 [,[0.319574 ; 0.364123 [,[0.328408 ; 0.595394 [,[0.223346 ; 0.400503 [,[0.000000 ; 0.231346 [,[0.385666 ; 0.522184 [,[0.512500 ; 0.593437 [,[0.451373 ; 0.545407 [,[0.387963 ; 0.430185 [,[0.466194 ; 0.487680 [,[0.405939 ; 0.413404 [,[0.421740 ; 0.428504 [,[0.743510 ; 0.788162 [,[0.760825 ; 0.793814 [,[0.496679 ; 1.000000 ],[0.522911 ; 0.654987 [,[0.462810 ; 1.000000 ],[0.456311 ; 0.582524 [,[0.851000 ; 0.918000 [,[0.465000 ; 0.915000 [,[0.453734 ; 0.602688 [,[0.570930 ; 0.625581 [,[0.634146 ; 0.817073 [,[0.202479 ; 0.357851 [,[0.170041 ; 0.332877 [,[0.636364 ; 0.863636 [,[0.488889 ; 0.622222 [,[0.645161 ; 0.806452 [,[0.487805 ; 0.731707 [
[30.750000 ; 32.250000 [,[-3.250000 ; -1.250000 [,[0.000000 ; 0.157636 [,[0.300659 ; 0.366860 [,[0.039293 ; 0.189130 [,[ 0.0],[0.215890 ; 0.363977 [,[0.000000 ; 0.252249 [,[0.000000 ; 0.166764 [,[0.414924 ; 0.434941 [,[0.489284 ; 1.000000 ],[0.000000 ; 0.369138 [,[0.000000 ; 0.300296 [,[0.000000 ; 0.179425 [,[0.292120 ; 0.349460 [,[0.577067 ; 1.000000 ],[0.453544 ; 0.579718 [,[0.000000 ; 0.308389 [,[0.000000 ; 0.159216 [,[0.271687 ; 0.319574 [,[0.328408 ; 0.595394 [,[0.223346 ; 0.400503 [,[0.452397 ; 0.482859 [,[0.385666 ; 0.522184 [,[0.254167 ; 0.306771 [,[0.295671 ; 0.422809 [,[0.582593 ; 1.000000 ],[0.649911 ; 1.000000 ],[0.430989 ; 1.000000 ],[0.384615 ; 0.403964 [,[0.808930 ; 1.000000 ],[0.813402 ; 1.000000 ],[0.496679 ; 1.000000 ],[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.242718 ; 0.364078 [,[0.972000 ; 1.000000 ],[0.972000 ; 1.000000 ],[0.447291 ; 0.453734 [,[0.455814 ; 0.499112 [,[0.817073 ; 0.990854 [,[0.562397 ; 1.000000 ],[0.364797 ; 0.435477 [,[0.545455 ; 0.569007 [,[0.422862 ; 0.488889 [,[0.806452 ; 1.000000 ],[0.487805 ; 0.731707 [
[30.750000 ; 32.250000 [,[-3.250000 ; -1.250000 [,[0.157636 ; 0.299635 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.215890 ; 0.363977 [,[0.252249 ; 0.392448 [,[0.000000 ; 0.166764 [,[0.414924 ; 0.434941 [,[0.489284 ; 1.000000 ],[0.000000 ; 0.369138 [,[0.300296 ; 0.388229 [,[0.179425 ; 0.322330 [,[0.292120 ; 0.349460 [,[0.344072 ; 0.577067 [,[0.453544 ; 0.579718 [,[0.000000 ; 0.308389 [,[0.159216 ; 0.305530 [,[0.271687 ; 0.319574 [,[0.328408 ; 0.595394 [,[0.223346 ; 0.400503 [,[0.000000 ; 0.231346 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[-1.250000 ; 0.250000 [,[0.157636 ; 0.299635 [,[0.434950 ; 0.486405 [,[0.039293 ; 0.189130 [,[ 0.0],[0.215890 ; 0.363977 [,[0.392448 ; 0.497644 [,[0.166764 ; 0.294778 [,[0.434941 ; 0.510800 [,[0.489284 ; 1.000000 ],[0.000000 ; 0.369138 [,[0.450531 ; 0.473629 [,[0.179425 ; 0.322330 [,[0.292120 ; 0.349460 [,[0.344072 ; 0.577067 [,[0.453544 ; 0.579718 [,[0.406427 ; 0.459510 [,[0.159216 ; 0.305530 [,[0.319574 ; 0.364123 [,[0.328408 ; 0.595394 [,[0.223346 ; 0.400503 [,[0.366207 ; 0.452397 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[-1.250000 ; 0.250000 [,[0.299635 ; 0.362495 [,[0.434950 ; 0.486405 [,[0.189130 ; 0.646039 [,[ 0.0],[0.215890 ; 0.363977 [,[0.558285 ; 0.606869 [,[0.166764 ; 0.294778 [,[0.434941 ; 0.510800 [,[0.489284 ; 1.000000 ],[0.000000 ; 0.369138 [,[0.538630 ; 0.576720 [,[0.179425 ; 0.322330 [,[0.292120 ; 0.349460 [,[0.344072 ; 0.577067 [,[0.453544 ; 0.579718 [,[0.492045 ; 0.530368 [,[0.159216 ; 0.305530 [,[0.319574 ; 0.364123 [,[0.328408 ; 0.595394 [,[0.223346 ; 0.400503 [,[0.517520 ; 0.560464 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[30.750000 ; 32.250000 [,[-1.250000 ; 0.250000 [,[0.299635 ; 0.362495 [,[0.486405 ; 0.515340 [,[0.189130 ; 0.646039 [,[ 0.0],[0.215890 ; 0.363977 [,[0.606869 ; 0.648218 [,[0.166764 ; 0.294778 [,[0.434941 ; 0.510800 [,[0.489284 ; 1.000000 ],[0.000000 ; 0.369138 [,[0.576720 ; 0.617639 [,[0.322330 ; 0.401318 [,[0.292120 ; 0.349460 [,[0.344072 ; 0.577067 [,[0.453544 ; 0.579718 [,[0.492045 ; 0.530368 [,[0.305530 ; 0.380863 [,[0.364123 ; 0.420353 [,[0.642085 ; 1.000000 ],[0.223346 ; 0.400503 [,[0.560464 ; 0.597759 [,[0.197952 ; 0.290102 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
